"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14554","@Notifications received while not in chat room","chat-serial","Wed Jan 28 21:58:52 UTC 2026","passed","Wed Jan 28 21:59:07 UTC 2026","Chat Notifications Functionality","e2e/chat-notifications.spec.ts","",""
"","2731","Start single participant chat","parallel","Wed Jan 28 21:56:37 UTC 2026","passed","Wed Jan 28 21:56:40 UTC 2026","Checking conversation actions done by conversation bar","e2e/conversation-actions.spec.ts","",""
"","652","Allow navigation to non secured contact path without login","parallel","Wed Jan 28 21:56:15 UTC 2026","passed","Wed Jan 28 21:56:16 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","12962","setup - shoham@gmail.com","setup","Wed Jan 28 21:55:39 UTC 2026","passed","Wed Jan 28 21:55:52 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","713","Allow navigation to non secured about path without login","parallel","Wed Jan 28 21:56:14 UTC 2026","passed","Wed Jan 28 21:56:15 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","2553","Start a group chat","parallel","Wed Jan 28 21:56:40 UTC 2026","passed","Wed Jan 28 21:56:43 UTC 2026","Checking conversation actions done by conversation bar","e2e/conversation-actions.spec.ts","",""
"","3898","Navigation and Logout Flow","parallel","Wed Jan 28 21:56:07 UTC 2026","passed","Wed Jan 28 21:56:11 UTC 2026","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","2243","Signing up using existing email flow","parallel","Wed Jan 28 21:57:15 UTC 2026","passed","Wed Jan 28 21:57:17 UTC 2026","OTP processes - Sign up Functionality","e2e/otp-processes.spec.ts","",""
"","18943","@Offline mode - Messages should dissapear after refresh when cleaning history while offline","offline","Wed Jan 28 21:58:06 UTC 2026","passed","Wed Jan 28 21:58:25 UTC 2026","Offline Mode - Separated Scenarios > Conversation clean history","e2e/offline-mode-edge-cases.spec.ts","",""
"","2708","@Login @Negative Invalid format and credentials","parallel","Wed Jan 28 21:57:00 UTC 2026","passed","Wed Jan 28 21:57:03 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","1939","Forgot My Password - Fake account - Mimic code sending","parallel","Wed Jan 28 21:57:08 UTC 2026","passed","Wed Jan 28 21:57:10 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","8917","Online users indicator test","parallel","Wed Jan 28 21:57:17 UTC 2026","passed","Wed Jan 28 21:57:26 UTC 2026","Presence Functionality","e2e/presence.spec.ts","",""
"","8798","Clean room history","parallel","Wed Jan 28 21:56:22 UTC 2026","passed","Wed Jan 28 21:56:31 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
