"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2623","Leaving room successfuly","parallel","Wed Jan 28 22:19:45 UTC 2026","passed","Wed Jan 28 22:19:48 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","4365","setup - skgladiator4@gmail.com","setup","Wed Jan 28 22:19:19 UTC 2026","passed","Wed Jan 28 22:19:23 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","4515","Navigate back from non exist path by back to chat button","parallel","Wed Jan 28 22:19:34 UTC 2026","passed","Wed Jan 28 22:19:38 UTC 2026","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","4843","Forgot My Password - Email Validations","parallel","Wed Jan 28 22:20:33 UTC 2026","passed","Wed Jan 28 22:20:38 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","10090","@Offline mode - Multiple messages should queue in order","offline","Wed Jan 28 22:21:45 UTC 2026","passed","Wed Jan 28 22:21:55 UTC 2026","Offline Mode - Separated Scenarios > Queue Depth Scenario","e2e/offline-mode-edge-cases.spec.ts","",""
"","4814","@Login @HappyPath Successful login for skgladiator3@gmail.com","parallel","Wed Jan 28 22:20:14 UTC 2026","passed","Wed Jan 28 22:20:19 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","17932","@Offline mode - Messages should dissapear after refresh when cleaning history while offline","offline","Wed Jan 28 22:21:55 UTC 2026","passed","Wed Jan 28 22:22:13 UTC 2026","Offline Mode - Separated Scenarios > Conversation clean history","e2e/offline-mode-edge-cases.spec.ts","",""
"","7892","Sending a message that includes a file flow","chat-serial","Wed Jan 28 22:22:32 UTC 2026","passed","Wed Jan 28 22:22:40 UTC 2026","Chat Messages Functionality > File sending test with no bypass header","e2e/chat-messages.spec.ts","",""
"","907","Navigation to secured locations page without login","parallel","Wed Jan 28 22:19:41 UTC 2026","passed","Wed Jan 28 22:19:42 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","3077","Signing up using existing email flow","parallel","Wed Jan 28 22:20:50 UTC 2026","passed","Wed Jan 28 22:20:53 UTC 2026","OTP processes - Sign up Functionality","e2e/otp-processes.spec.ts","",""
"","4208","@Login @HappyPath Successful login for skgladiator5@gmail.com","parallel","Wed Jan 28 22:20:23 UTC 2026","passed","Wed Jan 28 22:20:27 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","2355","@Login @Negative Missing credentials","parallel","Wed Jan 28 22:20:27 UTC 2026","passed","Wed Jan 28 22:20:29 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","835","@Login @Offline mode","parallel","Wed Jan 28 22:20:32 UTC 2026","passed","Wed Jan 28 22:20:33 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","3470","Forgot My Password","parallel","Wed Jan 28 22:20:46 UTC 2026","passed","Wed Jan 28 22:20:49 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","3149","Start single participant chat","parallel","Wed Jan 28 22:20:04 UTC 2026","passed","Wed Jan 28 22:20:07 UTC 2026","Checking conversation actions done by conversation bar","e2e/conversation-actions.spec.ts","",""
"","15275","@Notifications received while not in chat room","chat-serial","Wed Jan 28 22:22:40 UTC 2026","passed","Wed Jan 28 22:22:55 UTC 2026","Chat Notifications Functionality","e2e/chat-notifications.spec.ts","",""
"","7698","@Offline mode - Conversation should dissapear when deleting it while offline","offline","Wed Jan 28 22:22:13 UTC 2026","passed","Wed Jan 28 22:22:20 UTC 2026","Offline Mode - Separated Scenarios > Conversation delete","e2e/offline-mode-edge-cases.spec.ts","",""
"","6741","setup - skgladiator3@gmail.com","setup","Wed Jan 28 22:19:12 UTC 2026","passed","Wed Jan 28 22:19:19 UTC 2026","Login Functionality","utils/global.setup.ts","",""
