"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","856","Navigation to secured chat page with fake token","parallel","Sun Feb 22 19:43:39 UTC 2026","passed","Sun Feb 22 19:43:40 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","6444","setup - skgladiator3@gmail.com","setup","Sun Feb 22 19:43:10 UTC 2026","passed","Sun Feb 22 19:43:16 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","759","Allow navigation to non secured about path without login","parallel","Sun Feb 22 19:43:35 UTC 2026","passed","Sun Feb 22 19:43:35 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","0","@Offline mode - @Navigate to locations page","offline","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","4719","Forgot My Password - Wrong Code","parallel","Sun Feb 22 19:44:36 UTC 2026","passed","Sun Feb 22 19:44:40 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","5350","Forgot My Password","parallel","Sun Feb 22 19:44:40 UTC 2026","passed","Sun Feb 22 19:44:46 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","4020","@Login @HappyPath Successful login for skgladiator4@gmail.com","parallel","Sun Feb 22 19:44:14 UTC 2026","passed","Sun Feb 22 19:44:18 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","4614","setup - skgladiator5@gmail.com","setup","Sun Feb 22 19:43:21 UTC 2026","passed","Sun Feb 22 19:43:26 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","2631","Start single participant chat","parallel","Sun Feb 22 19:44:00 UTC 2026","passed","Sun Feb 22 19:44:03 UTC 2026","Checking conversation actions done by conversation bar","e2e/conversation-actions.spec.ts","",""
"","0","@Offline mode - Existing message should queue for deletion while offline","offline","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","916","Navigate back from non exist path by go back button","parallel","Sun Feb 22 19:43:40 UTC 2026","passed","Sun Feb 22 19:43:41 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","0","@Notifications received while not online","chat-serial","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Chat Notifications Functionality > Offline notification test","e2e/chat-notifications.spec.ts","",""
"","862","Navigation to secured chat page without login","parallel","Sun Feb 22 19:43:37 UTC 2026","passed","Sun Feb 22 19:43:38 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","0","@Offline mode - @Navigate to chat page","offline","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","0","@Offline mode - Messages should dissapear after refresh when cleaning history while offline","offline","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Offline Mode - Separated Scenarios > Conversation clean history","e2e/offline-mode-edge-cases.spec.ts","",""
"","3894","@Login @Negative Invalid format and credentials","parallel","Sun Feb 22 19:44:24 UTC 2026","passed","Sun Feb 22 19:44:27 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","1","@Offline mode - Multiple messages should queue in order","offline","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Offline Mode - Separated Scenarios > Queue Depth Scenario","e2e/offline-mode-edge-cases.spec.ts","",""
"","1535","Allow navigation to non secured contact path without login","parallel","Sun Feb 22 19:43:35 UTC 2026","passed","Sun Feb 22 19:43:37 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","0","@Offline mode - Conversation should dissapear when deleting it while offline","offline","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Offline Mode - Separated Scenarios > Conversation delete","e2e/offline-mode-edge-cases.spec.ts","",""
"","615","Navigation to non exist path","parallel","Sun Feb 22 19:43:40 UTC 2026","passed","Sun Feb 22 19:43:40 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","10875","setup - shoham@gmail.com","setup","Sun Feb 22 19:42:58 UTC 2026","passed","Sun Feb 22 19:43:09 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","5031","setup - skgladiator4@gmail.com","setup","Sun Feb 22 19:43:16 UTC 2026","passed","Sun Feb 22 19:43:21 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","1969","Leaving room successfuly","parallel","Sun Feb 22 19:43:41 UTC 2026","passed","Sun Feb 22 19:43:43 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","3074","Navigate back from non exist path by back to chat button","parallel","Sun Feb 22 19:43:32 UTC 2026","passed","Sun Feb 22 19:43:35 UTC 2026","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","1247","@Login @Negative Missing credentials","parallel","Sun Feb 22 19:44:22 UTC 2026","passed","Sun Feb 22 19:44:24 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","902","@Login @Offline mode","parallel","Sun Feb 22 19:44:27 UTC 2026","passed","Sun Feb 22 19:44:28 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","4205","@Login @HappyPath Successful login for skgladiator3@gmail.com","parallel","Sun Feb 22 19:44:10 UTC 2026","passed","Sun Feb 22 19:44:14 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","0","@Notifications received while not in chat room","chat-serial","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Chat Notifications Functionality","e2e/chat-notifications.spec.ts","",""
"","4981","Navigation and Logout Flow","parallel","Sun Feb 22 19:43:26 UTC 2026","passed","Sun Feb 22 19:43:31 UTC 2026","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","4462","Forgot My Password - Email Validations","parallel","Sun Feb 22 19:44:28 UTC 2026","passed","Sun Feb 22 19:44:33 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","0","Sending a message that includes a file flow","chat-serial","Sun Feb 22 19:45:47 UTC 2026","skipped","Sun Feb 22 19:45:47 UTC 2026","Chat Messages Functionality > File sending test with no bypass header","e2e/chat-messages.spec.ts","",""
"","4089","@Login @HappyPath Successful login for skgladiator5@gmail.com","parallel","Sun Feb 22 19:44:18 UTC 2026","passed","Sun Feb 22 19:44:22 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
