"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3867","setup - skgladiator4@gmail.com","setup","Thu Jan 29 12:53:27 UTC 2026","passed","Thu Jan 29 12:53:31 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","2769","Forgot My Password - Fake account - Mimic code sending","parallel","Thu Jan 29 12:54:45 UTC 2026","passed","Thu Jan 29 12:54:48 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","2697","Forgot My Password","parallel","Thu Jan 29 12:54:52 UTC 2026","passed","Thu Jan 29 12:54:54 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","7799","Delete conversation","parallel","Thu Jan 29 12:53:59 UTC 2026","passed","Thu Jan 29 12:54:06 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","3148","@Offline mode - @Navigate to locations page","offline","Thu Jan 29 12:55:09 UTC 2026","passed","Thu Jan 29 12:55:12 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","3449","Navigate back from non exist path by back to chat button","parallel","Thu Jan 29 12:53:39 UTC 2026","passed","Thu Jan 29 12:53:42 UTC 2026","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","8106","Sending a message that includes a file flow","chat-serial","Thu Jan 29 12:56:19 UTC 2026","passed","Thu Jan 29 12:56:27 UTC 2026","Chat Messages Functionality > File sending test with no bypass header","e2e/chat-messages.spec.ts","",""
"","702","Navigation to secured locations page without login","parallel","Thu Jan 29 12:53:45 UTC 2026","passed","Thu Jan 29 12:53:45 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","676","Navigation to secured chat page without login","parallel","Thu Jan 29 12:53:44 UTC 2026","passed","Thu Jan 29 12:53:45 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","785","Allow navigation to non secured contact path without login","parallel","Thu Jan 29 12:53:43 UTC 2026","passed","Thu Jan 29 12:53:44 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","8419","@Offline mode - Multiple messages should queue in order","offline","Thu Jan 29 12:55:34 UTC 2026","passed","Thu Jan 29 12:55:42 UTC 2026","Offline Mode - Separated Scenarios > Queue Depth Scenario","e2e/offline-mode-edge-cases.spec.ts","",""
"","3671","@Login @HappyPath Successful login for skgladiator5@gmail.com","parallel","Thu Jan 29 12:54:24 UTC 2026","passed","Thu Jan 29 12:54:28 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","3051","@Offline mode - @Navigate to chat page","offline","Thu Jan 29 12:55:05 UTC 2026","passed","Thu Jan 29 12:55:08 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","4585","@Login @HappyPath Successful login for skgladiator4@gmail.com","parallel","Thu Jan 29 12:54:20 UTC 2026","passed","Thu Jan 29 12:54:24 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","660","Navigation to secured chat page with fake token","parallel","Thu Jan 29 12:53:45 UTC 2026","passed","Thu Jan 29 12:53:46 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","4062","Forgot My Password - Wrong Code","parallel","Thu Jan 29 12:54:48 UTC 2026","passed","Thu Jan 29 12:54:52 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","13858","@Notifications received while not in chat room","chat-serial","Thu Jan 29 12:56:27 UTC 2026","passed","Thu Jan 29 12:56:41 UTC 2026","Chat Notifications Functionality","e2e/chat-notifications.spec.ts","",""
