"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3542","@Offline mode - @Navigate to locations page","offline","2026-09-19","passed","2026-09-19","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","2082","Leaving room successfuly","parallel","2026-09-19","passed","2026-09-19","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","1808","Forgot My Password - Fake account - Mimic code sending","parallel","2026-09-19","passed","2026-09-19","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","1842","Navigate back from non exist path by back to chat button","parallel","2026-09-19","passed","2026-09-19","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","2447","Forgot My Password - Wrong Code","parallel","2026-09-19","passed","2026-09-19","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","582","Navigation to secured chat page with fake token","parallel","2026-09-19","passed","2026-09-19","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","488","Navigation to non exist path","parallel","2026-09-19","passed","2026-09-19","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","4183","@Login @HappyPath Successful login for skgladiator5@gmail.com","parallel","2026-09-19","passed","2026-09-19","Login Functionality","e2e/login-validations.spec.ts","",""
"","3504","Navigation and Logout Flow","parallel","2026-09-19","passed","2026-09-19","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","1480","Navigation to secured chat page without login","parallel","2026-09-19","passed","2026-09-19","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","2579","Forgot My Password","parallel","2026-09-19","passed","2026-09-19","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","7453","@Offline mode - Multiple messages should queue in order","offline","2026-09-19","passed","2026-09-19","Offline Mode - Separated Scenarios > Queue Depth Scenario","e2e/offline-mode-edge-cases.spec.ts","",""
"","2047","@Login @Negative Invalid format and credentials","parallel","2026-09-19","passed","2026-09-19","Login Functionality","e2e/login-validations.spec.ts","",""
"","14898","@Offline mode - Existing message should queue for deletion while offline","offline","2026-09-19","passed","2026-09-19","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","1908","Start single participant chat","parallel","2026-09-19","passed","2026-09-19","Checking conversation actions done by conversation bar","e2e/conversation-actions.spec.ts","",""
"","3698","@Offline mode - Message should queue and send when back online","offline","2026-09-19","passed","2026-09-19","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","3444","setup - skgladiator5@gmail.com","setup","2026-09-19","passed","2026-09-19","Login Functionality","utils/global.setup.ts","",""
"","11938","@Notifications received while not online","chat-serial","2026-09-19","passed","2026-09-19","Chat Notifications Functionality > Offline notification test","e2e/chat-notifications.spec.ts","",""
"","2552","@Offline mode - @Navigate to chat page","offline","2026-09-19","passed","2026-09-19","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","3340","@Login @HappyPath Successful login for skgladiator4@gmail.com","parallel","2026-09-19","passed","2026-09-19","Login Functionality","e2e/login-validations.spec.ts","",""
"","7257","Sending a message that includes a file flow","chat-serial","2026-09-19","passed","2026-09-19","Chat Messages Functionality > File sending test with no bypass header","e2e/chat-messages.spec.ts","",""
"","9147","Sending - Recieving - Deleting messages flow","chat-serial","2026-09-19","passed","2026-09-19","Chat Messages Functionality","e2e/chat-messages.spec.ts","",""
"","2342","@Offline mode - @Navigate to moderator page","offline","2026-09-19","passed","2026-09-19","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","724","Allow navigation to non secured about path without login","parallel","2026-09-19","passed","2026-09-19","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","14056","@Notifications received while not in chat room","chat-serial","2026-09-19","passed","2026-09-19","Chat Notifications Functionality","e2e/chat-notifications.spec.ts","",""
"","1002","@Login @Negative Missing credentials","parallel","2026-09-19","passed","2026-09-19","Login Functionality","e2e/login-validations.spec.ts","",""
"","6517","Clean room history","parallel","2026-09-19","passed","2026-09-19","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","9289","setup - shoham@gmail.com","setup","2026-09-19","passed","2026-09-19","Login Functionality","utils/global.setup.ts","",""
"","776","Navigate back from non exist path by go back button","parallel","2026-09-19","passed","2026-09-19","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
