"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7451","Clean room history","parallel","Sat Feb 07 20:09:27 UTC 2026","passed","Sat Feb 07 20:09:35 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","4594","Navigation and Logout Flow","parallel","Sat Feb 07 20:09:11 UTC 2026","passed","Sat Feb 07 20:09:15 UTC 2026","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","3458","@Offline mode - @Navigate to chat page","offline","Sat Feb 07 20:10:38 UTC 2026","passed","Sat Feb 07 20:10:41 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","2724","Forgot My Password - Fake account - Mimic code sending","parallel","Sat Feb 07 20:10:15 UTC 2026","passed","Sat Feb 07 20:10:18 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","4268","setup - skgladiator4@gmail.com","setup","Sat Feb 07 20:09:02 UTC 2026","passed","Sat Feb 07 20:09:06 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","2134","Leaving room successfuly","parallel","Sat Feb 07 20:09:25 UTC 2026","passed","Sat Feb 07 20:09:27 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","628","Navigation to non exist path","parallel","Sat Feb 07 20:09:23 UTC 2026","passed","Sat Feb 07 20:09:24 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","9309","Sending a message that includes a file flow","chat-serial","Sat Feb 07 20:11:58 UTC 2026","passed","Sat Feb 07 20:12:07 UTC 2026","Chat Messages Functionality > File sending test with no bypass header","e2e/chat-messages.spec.ts","",""
"","1303","Navigate back from non exist path by go back button","parallel","Sat Feb 07 20:09:24 UTC 2026","passed","Sat Feb 07 20:09:25 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","7945","Online users indicator test","parallel","Sat Feb 07 20:10:29 UTC 2026","passed","Sat Feb 07 20:10:37 UTC 2026","Presence Functionality","e2e/presence.spec.ts","",""
"","15552","@Notifications received while not in chat room","chat-serial","Sat Feb 07 20:12:07 UTC 2026","passed","Sat Feb 07 20:12:23 UTC 2026","Chat Notifications Functionality","e2e/chat-notifications.spec.ts","",""
"","3544","@Offline mode - @Navigate to locations page","offline","Sat Feb 07 20:10:41 UTC 2026","passed","Sat Feb 07 20:10:45 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","2975","Signing up using existing email flow","parallel","Sat Feb 07 20:10:26 UTC 2026","passed","Sat Feb 07 20:10:29 UTC 2026","OTP processes - Sign up Functionality","e2e/otp-processes.spec.ts","",""
"","2876","Start single participant chat","parallel","Sat Feb 07 20:09:42 UTC 2026","passed","Sat Feb 07 20:09:45 UTC 2026","Checking conversation actions done by conversation bar","e2e/conversation-actions.spec.ts","",""
"","13437","@Notifications received while not online","chat-serial","Sat Feb 07 20:12:33 UTC 2026","passed","Sat Feb 07 20:12:47 UTC 2026","Chat Notifications Functionality > Offline notification test","e2e/chat-notifications.spec.ts","",""
"","16615","@Offline mode - Existing message should queue for deletion while offline","offline","Sat Feb 07 20:10:49 UTC 2026","passed","Sat Feb 07 20:11:06 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","836","Allow navigation to non secured about path without login","parallel","Sat Feb 07 20:09:19 UTC 2026","passed","Sat Feb 07 20:09:20 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","10987","@Offline mode - Multiple messages should queue in order","offline","Sat Feb 07 20:11:06 UTC 2026","passed","Sat Feb 07 20:11:17 UTC 2026","Offline Mode - Separated Scenarios > Queue Depth Scenario","e2e/offline-mode-edge-cases.spec.ts","",""
"","4046","Forgot My Password - Email Validations","parallel","Sat Feb 07 20:10:11 UTC 2026","passed","Sat Feb 07 20:10:15 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","4689","setup - skgladiator3@gmail.com","setup","Sat Feb 07 20:08:57 UTC 2026","passed","Sat Feb 07 20:09:02 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","4800","@Login @HappyPath Successful login for skgladiator5@gmail.com","parallel","Sat Feb 07 20:10:01 UTC 2026","passed","Sat Feb 07 20:10:06 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","3009","@Login @Negative Invalid format and credentials","parallel","Sat Feb 07 20:10:07 UTC 2026","passed","Sat Feb 07 20:10:10 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","3304","Forgot My Password","parallel","Sat Feb 07 20:10:23 UTC 2026","passed","Sat Feb 07 20:10:26 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","1062","@Login @Negative Missing credentials","parallel","Sat Feb 07 20:10:06 UTC 2026","passed","Sat Feb 07 20:10:07 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","4188","setup - skgladiator5@gmail.com","setup","Sat Feb 07 20:09:06 UTC 2026","passed","Sat Feb 07 20:09:10 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","19367","@Offline mode - Messages should dissapear after refresh when cleaning history while offline","offline","Sat Feb 07 20:11:17 UTC 2026","passed","Sat Feb 07 20:11:36 UTC 2026","Offline Mode - Separated Scenarios > Conversation clean history","e2e/offline-mode-edge-cases.spec.ts","",""
