"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2557","Start a group chat","parallel","Fri Jan 30 00:50:24 UTC 2026","passed","Fri Jan 30 00:50:27 UTC 2026","Checking conversation actions done by conversation bar","e2e/conversation-actions.spec.ts","",""
"","928","Allow navigation to non secured about path without login","parallel","Fri Jan 30 00:49:59 UTC 2026","passed","Fri Jan 30 00:50:00 UTC 2026","Navigation Functionality","e2e/auth-navigation.spec.ts","",""
"","4184","Forgot My Password - Email Validations","parallel","Fri Jan 30 00:50:47 UTC 2026","passed","Fri Jan 30 00:50:51 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","4314","setup - skgladiator4@gmail.com","setup","Fri Jan 30 00:49:43 UTC 2026","passed","Fri Jan 30 00:49:47 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","1096","@Login @Negative Missing credentials","parallel","Fri Jan 30 00:50:42 UTC 2026","passed","Fri Jan 30 00:50:43 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","3572","@Login @HappyPath Successful login for skgladiator5@gmail.com","parallel","Fri Jan 30 00:50:38 UTC 2026","passed","Fri Jan 30 00:50:42 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","13894","@Notifications received while not in chat room","chat-serial","Fri Jan 30 00:53:09 UTC 2026","passed","Fri Jan 30 00:53:23 UTC 2026","Chat Notifications Functionality","e2e/chat-notifications.spec.ts","",""
"","1795","Leaving room successfuly","parallel","Fri Jan 30 00:50:07 UTC 2026","passed","Fri Jan 30 00:50:08 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","742","@Login @Offline mode","parallel","Fri Jan 30 00:50:46 UTC 2026","passed","Fri Jan 30 00:50:47 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","9509","setup - shoham@gmail.com","setup","Fri Jan 30 00:49:29 UTC 2026","passed","Fri Jan 30 00:49:39 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","3961","setup - skgladiator3@gmail.com","setup","Fri Jan 30 00:49:39 UTC 2026","passed","Fri Jan 30 00:49:43 UTC 2026","Login Functionality","utils/global.setup.ts","",""
"","3400","@Offline mode - @Navigate to chat page","offline","Fri Jan 30 00:51:13 UTC 2026","passed","Fri Jan 30 00:51:16 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","14382","@Notifications received while not online","chat-serial","Fri Jan 30 00:53:23 UTC 2026","passed","Fri Jan 30 00:53:37 UTC 2026","Chat Notifications Functionality > Offline notification test","e2e/chat-notifications.spec.ts","",""
"","3377","@Login @HappyPath Successful login for skgladiator4@gmail.com","parallel","Fri Jan 30 00:50:35 UTC 2026","passed","Fri Jan 30 00:50:38 UTC 2026","Login Functionality","e2e/login-validations.spec.ts","",""
"","5827","Delete conversation","parallel","Fri Jan 30 00:50:16 UTC 2026","passed","Fri Jan 30 00:50:22 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","13002","Sending - Recieving - Deleting messages flow","chat-serial","Fri Jan 30 00:52:16 UTC 2026","passed","Fri Jan 30 00:52:29 UTC 2026","Chat Messages Functionality","e2e/chat-messages.spec.ts","",""
"","15626","@Offline mode - Existing message should queue for deletion while offline","offline","Fri Jan 30 00:51:25 UTC 2026","passed","Fri Jan 30 00:51:40 UTC 2026","Offline Mode - Separated Scenarios","e2e/offline-mode-edge-cases.spec.ts","",""
"","2853","Navigate back from non exist path by back to chat button","parallel","Fri Jan 30 00:49:56 UTC 2026","passed","Fri Jan 30 00:49:59 UTC 2026","Navigation Functionality > Navigation tests reqiered login","e2e/auth-navigation.spec.ts","",""
"","19350","@Offline mode - Messages should dissapear after refresh when cleaning history while offline","offline","Fri Jan 30 00:51:51 UTC 2026","passed","Fri Jan 30 00:52:10 UTC 2026","Offline Mode - Separated Scenarios > Conversation clean history","e2e/offline-mode-edge-cases.spec.ts","",""
"","7691","Clean room history","parallel","Fri Jan 30 00:50:08 UTC 2026","passed","Fri Jan 30 00:50:16 UTC 2026","Checking conversation actions done by the dropdown","e2e/conversation-actions.spec.ts","",""
"","2238","Signing up using existing email flow","parallel","Fri Jan 30 00:51:02 UTC 2026","passed","Fri Jan 30 00:51:04 UTC 2026","OTP processes - Sign up Functionality","e2e/otp-processes.spec.ts","",""
"","2059","Forgot My Password - Fake account - Mimic code sending","parallel","Fri Jan 30 00:50:51 UTC 2026","passed","Fri Jan 30 00:50:53 UTC 2026","OTP processes - Forgot Password Functionality","e2e/otp-processes.spec.ts","",""
"","5618","@Offline mode - Conversation should dissapear when deleting it while offline","offline","Fri Jan 30 00:52:10 UTC 2026","passed","Fri Jan 30 00:52:16 UTC 2026","Offline Mode - Separated Scenarios > Conversation delete","e2e/offline-mode-edge-cases.spec.ts","",""
